img_name,label
10213.jpg,sad
10214.jpg,neutral
10215.jpg,happy
10216.jpg,sad
10217.jpg,sad
10218.jpg,happy
10219.jpg,happy
10220.jpg,happy
10221.jpg,surprise
10222.jpg,fear
10223.jpg,neutral
10224.jpg,angry
10225.jpg,sad
10226.jpg,fear
10227.jpg,fear
10228.jpg,surprise
10229.jpg,sad
10230.jpg,neutral
10231.jpg,angry
10232.jpg,surprise
10233.jpg,neutral
10234.jpg,sad
10235.jpg,angry
10236.jpg,angry
10237.jpg,happy
10238.jpg,fear
10239.jpg,happy
10240.jpg,happy
10241.jpg,happy
10242.jpg,sad
10243.jpg,disgust
10244.jpg,neutral
10245.jpg,fear
10246.jpg,happy
10247.jpg,happy
10248.jpg,angry
10249.jpg,surprise
10250.jpg,happy
10251.jpg,neutral
10252.jpg,neutral
10253.jpg,happy
10254.jpg,angry
10255.jpg,fear
10256.jpg,sad
10257.jpg,neutral
10258.jpg,sad
10259.jpg,neutral
10260.jpg,sad
10261.jpg,happy
10262.jpg,happy
10263.jpg,angry
10264.jpg,sad
10265.jpg,sad
10266.jpg,happy
10267.jpg,sad
10268.jpg,sad
10269.jpg,happy
10270.jpg,happy
10271.jpg,neutral
10272.jpg,fear
10273.jpg,neutral
10274.jpg,surprise
10275.jpg,neutral
10276.jpg,happy
10277.jpg,angry
10278.jpg,surprise
10279.jpg,sad
10280.jpg,surprise
10281.jpg,happy
10282.jpg,sad
10283.jpg,happy
10284.jpg,angry
10285.jpg,happy
10286.jpg,fear
10287.jpg,sad
10288.jpg,neutral
10289.jpg,surprise
10290.jpg,surprise
10291.jpg,surprise
10292.jpg,fear
10293.jpg,fear
10294.jpg,neutral
10295.jpg,angry
10296.jpg,sad
10297.jpg,angry
10298.jpg,angry
10299.jpg,sad
10300.jpg,happy
10301.jpg,neutral
10302.jpg,sad
10303.jpg,neutral
10304.jpg,happy
10305.jpg,fear
10306.jpg,neutral
10307.jpg,fear
10308.jpg,happy
10309.jpg,fear
10310.jpg,happy
10311.jpg,happy
10312.jpg,surprise
10313.jpg,fear
10314.jpg,neutral
10315.jpg,angry
10316.jpg,angry
10317.jpg,sad
10318.jpg,neutral
10319.jpg,fear
10320.jpg,surprise
10321.jpg,fear
10322.jpg,angry
10323.jpg,sad
10324.jpg,happy
10325.jpg,angry
10326.jpg,happy
10327.jpg,surprise
10328.jpg,fear
10329.jpg,angry
10330.jpg,neutral
10331.jpg,neutral
10332.jpg,angry
10333.jpg,happy
10334.jpg,neutral
10335.jpg,happy
10336.jpg,surprise
10337.jpg,surprise
10338.jpg,neutral
10339.jpg,angry
10340.jpg,neutral
10341.jpg,happy
10342.jpg,happy
10343.jpg,angry
10344.jpg,angry
10345.jpg,sad
10346.jpg,fear
10347.jpg,neutral
10348.jpg,surprise
10349.jpg,sad
10350.jpg,neutral
10351.jpg,sad
10352.jpg,sad
10353.jpg,surprise
10354.jpg,fear
10355.jpg,surprise
10356.jpg,surprise
10357.jpg,happy
10358.jpg,sad
10359.jpg,surprise
10360.jpg,surprise
10361.jpg,neutral
10362.jpg,happy
10363.jpg,sad
10364.jpg,happy
10365.jpg,surprise
10366.jpg,angry
10367.jpg,happy
10368.jpg,angry
10369.jpg,angry
10370.jpg,sad
10371.jpg,angry
10372.jpg,happy
10373.jpg,happy
10374.jpg,neutral
10375.jpg,sad
10376.jpg,happy
10377.jpg,fear
10378.jpg,neutral
10379.jpg,angry
10380.jpg,fear
10381.jpg,surprise
10382.jpg,happy
10383.jpg,fear
10384.jpg,angry
10385.jpg,happy
10386.jpg,angry
10387.jpg,sad
10388.jpg,surprise
10389.jpg,angry
10390.jpg,neutral
10391.jpg,angry
10392.jpg,sad
10393.jpg,surprise
10394.jpg,sad
10395.jpg,sad
10396.jpg,neutral
10397.jpg,happy
10398.jpg,surprise
10399.jpg,sad
10400.jpg,fear
10401.jpg,fear
10402.jpg,angry
10403.jpg,neutral
10404.jpg,fear
10405.jpg,fear
10406.jpg,sad
10407.jpg,happy
10408.jpg,happy
10409.jpg,angry
10410.jpg,fear
10411.jpg,happy
10412.jpg,angry
10413.jpg,neutral
10414.jpg,happy
10415.jpg,angry
10416.jpg,neutral
10417.jpg,fear
10418.jpg,happy
10419.jpg,fear
10420.jpg,sad
10421.jpg,sad
10422.jpg,fear
10423.jpg,sad
10424.jpg,sad
10425.jpg,happy
10426.jpg,angry
10427.jpg,sad
10428.jpg,fear
10429.jpg,neutral
10430.jpg,happy
10431.jpg,fear
10432.jpg,happy
10433.jpg,sad
10434.jpg,happy
10435.jpg,fear
10436.jpg,fear
10437.jpg,happy
10438.jpg,neutral
10439.jpg,angry
10440.jpg,sad
10441.jpg,happy
10442.jpg,surprise
10443.jpg,happy
10444.jpg,happy
10445.jpg,happy
10446.jpg,angry
10447.jpg,neutral
10448.jpg,neutral
10449.jpg,angry
10450.jpg,neutral
10451.jpg,happy
10452.jpg,happy
10453.jpg,happy
10454.jpg,sad
10455.jpg,happy
10456.jpg,neutral
10457.jpg,angry
10458.jpg,sad
10459.jpg,surprise
10460.jpg,neutral
10461.jpg,fear
10462.jpg,happy
10463.jpg,fear
10464.jpg,angry
10465.jpg,fear
10466.jpg,neutral
10467.jpg,surprise
10468.jpg,angry
10469.jpg,angry
10470.jpg,happy
10471.jpg,happy
10472.jpg,sad
10473.jpg,neutral
10474.jpg,happy
10475.jpg,neutral
10476.jpg,fear
10477.jpg,fear
10478.jpg,happy
10479.jpg,angry
10480.jpg,sad
10481.jpg,surprise
10482.jpg,sad
10483.jpg,fear
10484.jpg,happy
10485.jpg,happy
10486.jpg,disgust
10487.jpg,happy
10488.jpg,neutral
10489.jpg,fear
10490.jpg,neutral
10491.jpg,surprise
10492.jpg,fear
10493.jpg,angry
10494.jpg,surprise
10495.jpg,sad
10496.jpg,sad
10497.jpg,happy
10498.jpg,happy
10499.jpg,fear
10500.jpg,happy
10501.jpg,sad
10502.jpg,happy
10503.jpg,angry
10504.jpg,surprise
10505.jpg,sad
10506.jpg,surprise
10507.jpg,happy
10508.jpg,happy
10509.jpg,fear
10510.jpg,happy
10511.jpg,sad
10512.jpg,fear
10513.jpg,happy
10514.jpg,neutral
10515.jpg,angry
10516.jpg,angry
10517.jpg,fear
10518.jpg,sad
10519.jpg,neutral
10520.jpg,neutral
10521.jpg,neutral
10522.jpg,surprise
10523.jpg,happy
10524.jpg,neutral
10525.jpg,happy
10526.jpg,sad
10527.jpg,fear
10528.jpg,neutral
10529.jpg,neutral
10530.jpg,sad
10531.jpg,happy
10532.jpg,sad
10533.jpg,surprise
10534.jpg,neutral
10535.jpg,happy
10536.jpg,neutral
10537.jpg,neutral
10538.jpg,sad
10539.jpg,fear
10540.jpg,surprise
10541.jpg,angry
10542.jpg,neutral
10543.jpg,sad
10544.jpg,sad
10545.jpg,happy
10546.jpg,fear
10547.jpg,happy
10548.jpg,neutral
10549.jpg,sad
10550.jpg,surprise
10551.jpg,happy
10552.jpg,surprise
10553.jpg,surprise
10554.jpg,neutral
10555.jpg,neutral
10556.jpg,surprise
10557.jpg,surprise
10558.jpg,angry
10559.jpg,surprise
10560.jpg,happy
10561.jpg,fear
10562.jpg,happy
10563.jpg,neutral
10564.jpg,happy
10565.jpg,angry
10566.jpg,neutral
10567.jpg,happy
10568.jpg,angry
10569.jpg,disgust
10570.jpg,neutral
10571.jpg,happy
10572.jpg,neutral
10573.jpg,happy
10574.jpg,neutral
10575.jpg,happy
10576.jpg,happy
10577.jpg,surprise
10578.jpg,angry
10579.jpg,surprise
10580.jpg,happy
10581.jpg,neutral
10582.jpg,happy
10583.jpg,sad
10584.jpg,sad
10585.jpg,surprise
10586.jpg,sad
10587.jpg,fear
10588.jpg,surprise
10589.jpg,neutral
10590.jpg,sad
10591.jpg,disgust
10592.jpg,surprise
10593.jpg,fear
10594.jpg,happy
10595.jpg,neutral
10596.jpg,angry
10597.jpg,fear
10598.jpg,surprise
10599.jpg,fear
10600.jpg,happy
10601.jpg,surprise
10602.jpg,sad
10603.jpg,angry
10604.jpg,neutral
10605.jpg,happy
10606.jpg,sad
10607.jpg,sad
10608.jpg,neutral
10609.jpg,happy
10610.jpg,neutral
10611.jpg,surprise
10612.jpg,happy
10613.jpg,happy
10614.jpg,fear
10615.jpg,happy
10616.jpg,sad
10617.jpg,fear
10618.jpg,neutral
10619.jpg,sad
10620.jpg,neutral
10621.jpg,sad
10622.jpg,neutral
10623.jpg,neutral
10624.jpg,neutral
10625.jpg,angry
10626.jpg,happy
10627.jpg,fear
10628.jpg,happy
10629.jpg,sad
10630.jpg,sad
10631.jpg,sad
10632.jpg,disgust
10633.jpg,happy
10634.jpg,sad
10635.jpg,surprise
10636.jpg,angry
10637.jpg,neutral
10638.jpg,fear
10639.jpg,angry
10640.jpg,happy
10641.jpg,fear
10642.jpg,neutral
10643.jpg,angry
10644.jpg,neutral
10645.jpg,sad
10646.jpg,fear
10647.jpg,neutral
10648.jpg,sad
10649.jpg,fear
10650.jpg,neutral
10651.jpg,happy
10652.jpg,fear
10653.jpg,sad
10654.jpg,neutral
10655.jpg,happy
10656.jpg,fear
10657.jpg,fear
10658.jpg,angry
10659.jpg,neutral
10660.jpg,fear
10661.jpg,sad
10662.jpg,surprise
10663.jpg,angry
10664.jpg,sad
10665.jpg,happy
10666.jpg,happy
10667.jpg,happy
10668.jpg,angry
10669.jpg,happy
10670.jpg,neutral
10671.jpg,surprise
10672.jpg,happy
10673.jpg,fear
10674.jpg,fear
10675.jpg,happy
10676.jpg,happy
10677.jpg,happy
10678.jpg,disgust
10679.jpg,angry
10680.jpg,angry
10681.jpg,happy
10682.jpg,happy
10683.jpg,fear
10684.jpg,surprise
10685.jpg,happy
10686.jpg,neutral
10687.jpg,fear
10688.jpg,sad
10689.jpg,neutral
10690.jpg,angry
10691.jpg,fear
10692.jpg,happy
10693.jpg,fear
10694.jpg,angry
10695.jpg,disgust
10696.jpg,fear
10697.jpg,happy
10698.jpg,surprise
10699.jpg,angry
10700.jpg,fear
10701.jpg,surprise
10702.jpg,neutral
10703.jpg,fear
10704.jpg,fear
10705.jpg,happy
10706.jpg,angry
10707.jpg,fear
10708.jpg,fear
10709.jpg,neutral
10710.jpg,surprise
10711.jpg,neutral
10712.jpg,happy
10713.jpg,angry
10714.jpg,fear
10715.jpg,sad
10716.jpg,angry
10717.jpg,happy
10718.jpg,happy
10719.jpg,happy
10720.jpg,happy
10721.jpg,angry
10722.jpg,fear
10723.jpg,neutral
10724.jpg,neutral
10725.jpg,angry
10726.jpg,sad
10727.jpg,happy
10728.jpg,angry
10729.jpg,angry
10730.jpg,angry
10731.jpg,happy
10732.jpg,surprise
10733.jpg,neutral
10734.jpg,fear
10735.jpg,sad
10736.jpg,sad
10737.jpg,angry
10738.jpg,sad
10739.jpg,fear
10740.jpg,neutral
10741.jpg,angry
10742.jpg,surprise
10743.jpg,fear
10744.jpg,angry
10745.jpg,fear
10746.jpg,fear
10747.jpg,sad
10748.jpg,sad
10749.jpg,sad
10750.jpg,surprise
10751.jpg,surprise
10752.jpg,happy
10753.jpg,sad
10754.jpg,sad
10755.jpg,happy
10756.jpg,neutral
10757.jpg,neutral
10758.jpg,fear
10759.jpg,angry
10760.jpg,angry
10761.jpg,neutral
10762.jpg,happy
10763.jpg,sad
10764.jpg,sad
10765.jpg,fear
10766.jpg,neutral
10767.jpg,fear
10768.jpg,happy
10769.jpg,happy
10770.jpg,surprise
10771.jpg,sad
10772.jpg,happy
10773.jpg,fear
10774.jpg,happy
10775.jpg,angry
10776.jpg,happy
10777.jpg,angry
10778.jpg,neutral
10779.jpg,neutral
10780.jpg,angry
10781.jpg,surprise
10782.jpg,angry
10783.jpg,happy
10784.jpg,angry
10785.jpg,fear
10786.jpg,fear
10787.jpg,neutral
10788.jpg,happy
10789.jpg,angry
10790.jpg,sad
10791.jpg,neutral
10792.jpg,happy
10793.jpg,happy
10794.jpg,angry
10795.jpg,neutral
10796.jpg,sad
10797.jpg,surprise
10798.jpg,surprise
10799.jpg,surprise
10800.jpg,angry
10801.jpg,happy
10802.jpg,happy
10803.jpg,happy
10804.jpg,neutral
10805.jpg,neutral
10806.jpg,neutral
10807.jpg,fear
10808.jpg,neutral
10809.jpg,sad
10810.jpg,surprise
10811.jpg,happy
10812.jpg,fear
10813.jpg,surprise
10814.jpg,happy
10815.jpg,happy
10816.jpg,fear
10817.jpg,neutral
10818.jpg,happy
10819.jpg,happy
10820.jpg,disgust
10821.jpg,sad
10822.jpg,disgust
10823.jpg,happy
10824.jpg,happy
10825.jpg,happy
10826.jpg,sad
10827.jpg,neutral
10828.jpg,fear
10829.jpg,disgust
10830.jpg,sad
10831.jpg,happy
10832.jpg,angry
10833.jpg,happy
10834.jpg,happy
10835.jpg,neutral
10836.jpg,happy
10837.jpg,happy
10838.jpg,fear
10839.jpg,happy
10840.jpg,happy
10841.jpg,happy
10842.jpg,neutral
10843.jpg,happy
10844.jpg,sad
10845.jpg,angry
10846.jpg,sad
10847.jpg,happy
10848.jpg,happy
10849.jpg,fear
10850.jpg,angry
10851.jpg,sad
10852.jpg,surprise
10853.jpg,sad
10854.jpg,fear
10855.jpg,fear
10856.jpg,sad
10857.jpg,happy
10858.jpg,neutral
10859.jpg,happy
10860.jpg,fear
10861.jpg,angry
10862.jpg,neutral
10863.jpg,happy
10864.jpg,happy
10865.jpg,neutral
10866.jpg,angry
10867.jpg,neutral
10868.jpg,happy
10869.jpg,happy
10870.jpg,surprise
10871.jpg,sad
10872.jpg,surprise
10873.jpg,neutral
10874.jpg,neutral
10875.jpg,surprise
10876.jpg,sad
10877.jpg,neutral
10878.jpg,happy
10879.jpg,neutral
10880.jpg,happy
10881.jpg,sad
10882.jpg,happy
10883.jpg,sad
10884.jpg,angry
10885.jpg,happy
10886.jpg,fear
10887.jpg,happy
10888.jpg,happy
10889.jpg,fear
10890.jpg,sad
10891.jpg,fear
10892.jpg,sad
10893.jpg,fear
10894.jpg,neutral
10895.jpg,neutral
10896.jpg,angry
10897.jpg,sad
10898.jpg,neutral
10899.jpg,happy
10900.jpg,sad
10901.jpg,happy
10902.jpg,sad
10903.jpg,sad
10904.jpg,surprise
10905.jpg,angry
10906.jpg,surprise
10907.jpg,surprise
10908.jpg,happy
10909.jpg,happy
10910.jpg,happy
10911.jpg,happy
10912.jpg,happy
10913.jpg,fear
10914.jpg,fear
10915.jpg,angry
10916.jpg,disgust
10917.jpg,neutral
10918.jpg,happy
10919.jpg,happy
10920.jpg,fear
10921.jpg,angry
10922.jpg,angry
10923.jpg,fear
10924.jpg,fear
10925.jpg,happy
10926.jpg,angry
10927.jpg,neutral
10928.jpg,sad
10929.jpg,happy
10930.jpg,happy
10931.jpg,happy
10932.jpg,happy
10933.jpg,sad
10934.jpg,sad
10935.jpg,neutral
10936.jpg,angry
10937.jpg,fear
10938.jpg,sad
10939.jpg,neutral
10940.jpg,angry
10941.jpg,happy
10942.jpg,angry
10943.jpg,sad
10944.jpg,angry
10945.jpg,sad
10946.jpg,sad
10947.jpg,surprise
10948.jpg,happy
10949.jpg,sad
10950.jpg,happy
10951.jpg,surprise
10952.jpg,happy
10953.jpg,angry
10954.jpg,fear
10955.jpg,angry
10956.jpg,neutral
10957.jpg,fear
10958.jpg,neutral
10959.jpg,sad
10960.jpg,sad
10961.jpg,surprise
10962.jpg,neutral
10963.jpg,surprise
10964.jpg,fear
10965.jpg,happy
10966.jpg,neutral
10967.jpg,sad
10968.jpg,angry
10969.jpg,neutral
10970.jpg,happy
10971.jpg,happy
10972.jpg,angry
10973.jpg,sad
10974.jpg,happy
10975.jpg,happy
10976.jpg,happy
10977.jpg,happy
10978.jpg,neutral
10979.jpg,surprise
10980.jpg,happy
10981.jpg,surprise
10982.jpg,neutral
10983.jpg,fear
10984.jpg,surprise
10985.jpg,angry
10986.jpg,surprise
10987.jpg,sad
10988.jpg,angry
10989.jpg,surprise
10990.jpg,sad
10991.jpg,neutral
10992.jpg,neutral
10993.jpg,angry
10994.jpg,sad
10995.jpg,surprise
10996.jpg,surprise
10997.jpg,fear
10998.jpg,angry
10999.jpg,surprise
11000.jpg,sad
11001.jpg,neutral
11002.jpg,fear
11003.jpg,angry
11004.jpg,fear
11005.jpg,happy
11006.jpg,happy
11007.jpg,sad
11008.jpg,happy
11009.jpg,happy
11010.jpg,angry
11011.jpg,sad
11012.jpg,happy
11013.jpg,happy
11014.jpg,neutral
11015.jpg,sad
11016.jpg,sad
11017.jpg,sad
11018.jpg,happy
11019.jpg,angry
11020.jpg,sad
11021.jpg,angry
11022.jpg,sad
11023.jpg,surprise
11024.jpg,happy
11025.jpg,angry
11026.jpg,sad
11027.jpg,neutral
11028.jpg,sad
11029.jpg,sad
11030.jpg,surprise
11031.jpg,neutral
11032.jpg,happy
11033.jpg,sad
11034.jpg,fear
11035.jpg,neutral
11036.jpg,happy
11037.jpg,fear
11038.jpg,neutral
11039.jpg,fear
11040.jpg,happy
11041.jpg,sad
11042.jpg,happy
11043.jpg,happy
11044.jpg,happy
11045.jpg,neutral
11046.jpg,fear
11047.jpg,surprise
11048.jpg,angry
11049.jpg,neutral
11050.jpg,fear
11051.jpg,fear
11052.jpg,fear
11053.jpg,sad
11054.jpg,surprise
11055.jpg,neutral
11056.jpg,surprise
11057.jpg,fear
11058.jpg,happy
11059.jpg,surprise
11060.jpg,angry
11061.jpg,sad
11062.jpg,sad
11063.jpg,neutral
11064.jpg,angry
11065.jpg,happy
11066.jpg,surprise
11067.jpg,happy
11068.jpg,neutral
11069.jpg,neutral
11070.jpg,fear
11071.jpg,sad
11072.jpg,sad
11073.jpg,angry
11074.jpg,happy
11075.jpg,angry
11076.jpg,disgust
11077.jpg,fear
11078.jpg,neutral
11079.jpg,happy
11080.jpg,happy
11081.jpg,surprise
11082.jpg,surprise
11083.jpg,fear
11084.jpg,surprise
11085.jpg,sad
11086.jpg,sad
11087.jpg,surprise
11088.jpg,surprise
11089.jpg,happy
11090.jpg,angry
11091.jpg,neutral
11092.jpg,happy
11093.jpg,fear
11094.jpg,fear
11095.jpg,angry
11096.jpg,neutral
11097.jpg,angry
11098.jpg,fear
11099.jpg,surprise
11100.jpg,neutral
11101.jpg,sad
11102.jpg,sad
11103.jpg,surprise
11104.jpg,angry
11105.jpg,angry
11106.jpg,neutral
11107.jpg,angry
11108.jpg,sad
11109.jpg,sad
11110.jpg,sad
11111.jpg,neutral
11112.jpg,happy
11113.jpg,surprise
11114.jpg,fear
11115.jpg,sad
11116.jpg,sad
11117.jpg,happy
11118.jpg,happy
11119.jpg,neutral
11120.jpg,sad
11121.jpg,happy
11122.jpg,fear
11123.jpg,neutral
11124.jpg,surprise
11125.jpg,sad
11126.jpg,angry
11127.jpg,sad
11128.jpg,neutral
11129.jpg,sad
11130.jpg,sad
11131.jpg,neutral
11132.jpg,sad
11133.jpg,sad
11134.jpg,surprise
11135.jpg,happy
11136.jpg,happy
11137.jpg,happy
11138.jpg,neutral
11139.jpg,happy
11140.jpg,fear
11141.jpg,sad
11142.jpg,angry
11143.jpg,happy
11144.jpg,fear
11145.jpg,happy
11146.jpg,fear
11147.jpg,sad
11148.jpg,sad
11149.jpg,fear
11150.jpg,surprise
11151.jpg,happy
11152.jpg,sad
11153.jpg,sad
11154.jpg,happy
11155.jpg,happy
11156.jpg,sad
11157.jpg,sad
11158.jpg,angry
11159.jpg,neutral
11160.jpg,happy
11161.jpg,angry
11162.jpg,happy
11163.jpg,angry
11164.jpg,happy
11165.jpg,angry
11166.jpg,neutral
11167.jpg,neutral
11168.jpg,fear
11169.jpg,happy
11170.jpg,surprise
11171.jpg,neutral
11172.jpg,neutral
11173.jpg,happy
11174.jpg,fear
11175.jpg,happy
11176.jpg,surprise
11177.jpg,sad
11178.jpg,neutral
11179.jpg,happy
11180.jpg,happy
11181.jpg,neutral
11182.jpg,happy
11183.jpg,sad
11184.jpg,fear
11185.jpg,neutral
11186.jpg,fear
11187.jpg,neutral
11188.jpg,sad
11189.jpg,happy
11190.jpg,fear
11191.jpg,neutral
11192.jpg,neutral
11193.jpg,neutral
11194.jpg,fear
11195.jpg,fear
11196.jpg,fear
11197.jpg,fear
11198.jpg,happy
11199.jpg,sad
11200.jpg,neutral
11201.jpg,neutral
11202.jpg,happy
11203.jpg,neutral
11204.jpg,neutral
11205.jpg,angry
11206.jpg,angry
11207.jpg,fear
11208.jpg,sad
11209.jpg,happy
11210.jpg,fear
11211.jpg,fear
11212.jpg,neutral
11213.jpg,sad
11214.jpg,happy
11215.jpg,angry
11216.jpg,happy
11217.jpg,neutral
11218.jpg,happy
11219.jpg,happy
11220.jpg,surprise
11221.jpg,surprise
11222.jpg,surprise
11223.jpg,fear
11224.jpg,angry
11225.jpg,happy
11226.jpg,fear
11227.jpg,surprise
11228.jpg,angry
11229.jpg,fear
11230.jpg,disgust
11231.jpg,fear
11232.jpg,happy
11233.jpg,fear
11234.jpg,sad
11235.jpg,sad
11236.jpg,sad
11237.jpg,neutral
11238.jpg,angry
11239.jpg,angry
11240.jpg,angry
11241.jpg,happy
11242.jpg,angry
11243.jpg,surprise
11244.jpg,happy
11245.jpg,angry
11246.jpg,fear
11247.jpg,fear
11248.jpg,fear
11249.jpg,sad
11250.jpg,fear
11251.jpg,neutral
11252.jpg,neutral
11253.jpg,happy
11254.jpg,happy
11255.jpg,angry
11256.jpg,angry
11257.jpg,sad
11258.jpg,neutral
11259.jpg,happy
11260.jpg,angry
11261.jpg,happy
11262.jpg,happy
11263.jpg,surprise
11264.jpg,neutral
11265.jpg,happy
11266.jpg,surprise
11267.jpg,angry
11268.jpg,happy
11269.jpg,sad
11270.jpg,surprise
11271.jpg,angry
11272.jpg,sad
11273.jpg,fear
11274.jpg,sad
11275.jpg,neutral
11276.jpg,surprise
11277.jpg,happy
11278.jpg,sad
11279.jpg,happy
11280.jpg,neutral
11281.jpg,sad
11282.jpg,neutral
11283.jpg,surprise
11284.jpg,happy
11285.jpg,disgust
11286.jpg,happy
11287.jpg,fear
11288.jpg,fear
11289.jpg,angry
11290.jpg,happy
11291.jpg,angry
11292.jpg,sad
11293.jpg,fear
11294.jpg,fear
11295.jpg,angry
11296.jpg,neutral
11297.jpg,fear
11298.jpg,neutral
11299.jpg,surprise
11300.jpg,happy
11301.jpg,surprise
11302.jpg,happy
11303.jpg,sad
11304.jpg,sad
11305.jpg,surprise
11306.jpg,neutral
11307.jpg,fear
11308.jpg,sad
11309.jpg,happy
11310.jpg,angry
11311.jpg,fear
11312.jpg,surprise
11313.jpg,disgust
11314.jpg,neutral
11315.jpg,neutral
11316.jpg,neutral
11317.jpg,sad
11318.jpg,fear
11319.jpg,angry
11320.jpg,fear
11321.jpg,surprise
11322.jpg,sad
11323.jpg,surprise
11324.jpg,angry
11325.jpg,happy
11326.jpg,sad
11327.jpg,sad
11328.jpg,neutral
11329.jpg,happy
11330.jpg,angry
11331.jpg,happy
11332.jpg,surprise
11333.jpg,happy
11334.jpg,angry
11335.jpg,neutral
11336.jpg,fear
11337.jpg,fear
11338.jpg,fear
11339.jpg,angry
11340.jpg,neutral
11341.jpg,angry
11342.jpg,sad
11343.jpg,fear
11344.jpg,angry
11345.jpg,neutral
11346.jpg,happy
11347.jpg,surprise
11348.jpg,sad
11349.jpg,sad
11350.jpg,surprise
11351.jpg,neutral
11352.jpg,angry
11353.jpg,happy
11354.jpg,angry
11355.jpg,happy
11356.jpg,neutral
